fi,fM,MHVR(fi-2),MHVR(fi-1),MHVR(fi),MHVR(fi+1),MHVR(fi+2),AMR(fi-2),AMR(fi-1),AMR(fi),AMR(fi+1),AMR(fi+2),pSAF
1.3423399999999999,8.969039,1.328759,1.310461,1.286144,1.260921,1.238245,1.0657644,1.1111933,1.1122248,1.1465347,1.1453183,1.4304812753906249
1.37097,8.969039,1.310461,1.286144,1.260921,1.238245,1.224851,1.0808392,1.1254594,1.1299814,1.1693614,1.1624936,1.424817275081992
1.40021,8.969039,1.286144,1.260921,1.238245,1.224851,1.222361,1.0939357,1.1372762,1.1436272,1.1860092,1.1750221,1.4160906210899353
1.430075,8.969039,1.260921,1.238245,1.224851,1.222361,1.250909,1.1022074,1.143847,1.1499456,1.1920745,1.1792749,1.4085120385876893
1.460576,8.969039,1.238245,1.224851,1.222361,1.250909,1.297068,1.1044955,1.1446522,1.149627,1.1891596,1.1761957,1.4052591730320454
1.491727,8.969039,1.224851,1.222361,1.250909,1.297068,1.372213,1.0968304,1.1358392,1.1371444,1.170618,1.161082,1.4224642222679853
1.523543,8.969039,1.222361,1.250909,1.297068,1.372213,1.453232,1.0817782,1.1200991,1.1149434,1.140343,1.1378081,1.4461573866562845
1.5560379999999998,8.969039,1.250909,1.297068,1.372213,1.453232,1.5262950000000002,1.0586934,1.097221,1.0835364,1.1007481,1.1087273,1.4868427155144213
1.589226,8.969039,1.297068,1.372213,1.453232,1.5262950000000002,1.581401,1.0353557,1.0745038,1.0537722,1.0653526,1.0834733,1.531375497844696
1.6231209999999998,8.969039,1.372213,1.453232,1.5262950000000002,1.581401,1.597833,1.0145955,1.0547924,1.0298203,1.0389559,1.0653044,1.5718096098786594
1.6577389999999999,8.969039,1.453232,1.5262950000000002,1.581401,1.597833,1.59369,1.0003184,1.0411823,1.0142251,1.0229009,1.0547886,1.6038966273947954
1.693096,8.969039,1.5262950000000002,1.581401,1.597833,1.59369,1.572398,0.993765,1.0351102,1.007939,1.0175275,1.0519778,1.6105181659179926
1.729207,8.969039,1.581401,1.597833,1.59369,1.572398,1.541648,0.9949739,1.0366961,1.0102773,1.0217884,1.0562577,1.6100687844514847
1.766088,8.969039,1.597833,1.59369,1.572398,1.541648,1.513314,1.0000646,1.0419983,1.0168219,1.0302858,1.0630045,1.5988486610126496
1.8037560000000001,8.969039,1.59369,1.572398,1.541648,1.513314,1.491012,1.0087688,1.0507518,1.0271676,1.042844,1.0725234,1.5835308124885559
1.842227,8.969039,1.572398,1.541648,1.513314,1.491012,1.471716,1.0195376,1.0613735,1.0396075,1.0576088,1.0835434,1.5732526218938827
1.881518,8.969039,1.541648,1.513314,1.491012,1.471716,1.453264,1.0302486,1.0717736,1.0519208,1.0721679,1.0942731,1.5684264935030938
1.921648,8.969039,1.513314,1.491012,1.471716,1.453264,1.438916,1.040456,1.0815293,1.0635571,1.0859604,1.1044331,1.5652540715961456
1.962634,8.969039,1.491012,1.471716,1.453264,1.438916,1.454621,1.0510354,1.0910327,1.0742683,1.0979142,1.1133754,1.5611955064086913
2.004493,8.969039,1.471716,1.453264,1.438916,1.454621,1.520345,1.0608087,1.0987573,1.0818596,1.1042778,1.1183611,1.5567050718231201
